rollno,CourseName,sectioname,AvgTimeSpentInHours
DLPJ0418JA040957,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040957,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040958,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.2
DLPJ0418JA040958,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,5.1
DLPJ0418JA040958,Life Skills,Business Communication - Java Stream,0.4
DLPJ0418JA040958,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040959,IT Foundation Skills,DLPJP18JAVAB4_Foundation,7.4
DLPJ0418JA040959,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,0.8
DLPJ0418JA040960,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.4
DLPJ0418JA040960,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,8.8
DLPJ0418JA040960,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040961,IT Foundation Skills,DLPJP18JAVAB4_Foundation,20.2
DLPJ0418JA040961,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26.2
DLPJ0418JA040961,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040961,Testing Concepts.,DLPJP18JAVAB4_Testing,1.1
DLPJ0418JA040962,IT Foundation Skills,DLPJP18JAVAB4_Foundation,3.2
DLPJ0418JA040962,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,0.4
DLPJ0418JA040962,Life Skills,Business Communication - Java Stream,0.7
DLPJ0418JA040962,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040963,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.2
DLPJ0418JA040963,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,12
DLPJ0418JA040963,Life Skills,Business Communication - Java Stream,0.3
DLPJ0418JA040963,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040964,IT Foundation Skills,DLPJP18JAVAB4_Foundation,5.1
DLPJ0418JA040964,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,4.8
DLPJ0418JA040964,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040964,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040964,Testing Concepts.,DLPJP18JAVAB4_Testing,2.7
DLPJ0418JA040965,IT Foundation Skills,DLPJP18JAVAB4_Foundation,5.1
DLPJ0418JA040965,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.3
DLPJ0418JA040965,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040965,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040965,Testing Concepts.,DLPJP18JAVAB4_Testing,1.8
DLPJ0418JA040966,IT Foundation Skills,DLPJP18JAVAB4_Foundation,1.9
DLPJ0418JA040966,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.5
DLPJ0418JA040966,Life Skills,Business Communication - Java Stream,0.7
DLPJ0418JA040966,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040966,Testing Concepts.,DLPJP18JAVAB4_Testing,0.2
DLPJ0418JA040967,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.1
DLPJ0418JA040967,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,20.3
DLPJ0418JA040967,Life Skills,Business Communication - Java Stream,0.5
DLPJ0418JA040967,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040967,Testing Concepts.,DLPJP18JAVAB4_Testing,0.9
DLPJ0418JA040968,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.1
DLPJ0418JA040968,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,12.1
DLPJ0418JA040968,Life Skills,Business Communication - Java Stream,0.4
DLPJ0418JA040968,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040968,Testing Concepts.,DLPJP18JAVAB4_Testing,0
DLPJ0418JA040969,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.8
DLPJ0418JA040969,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,3.9
DLPJ0418JA040969,Life Skills,Business Communication - Java Stream,0.1
DLPJ0418JA040969,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040969,Testing Concepts.,DLPJP18JAVAB4_Testing,0.9
DLPJ0418JA040970,IT Foundation Skills,DLPJP18JAVAB4_Foundation,5.2
DLPJ0418JA040970,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,3.9
DLPJ0418JA040970,Life Skills,Business Communication - Java Stream,1
DLPJ0418JA040970,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040970,Testing Concepts.,DLPJP18JAVAB4_Testing,0.1
DLPJ0418JA040971,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.5
DLPJ0418JA040971,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6.5
DLPJ0418JA040971,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040971,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040971,Testing Concepts.,DLPJP18JAVAB4_Testing,0.4
DLPJ0418JA040972,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.5
DLPJ0418JA040972,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6.9
DLPJ0418JA040972,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040972,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040974,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.2
DLPJ0418JA040974,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,17.7
DLPJ0418JA040974,Life Skills,Business Communication - Java Stream,0.2
DLPJ0418JA040974,Testing Concepts.,DLPJP18JAVAB4_Testing,0.9
DLPJ0418JA040975,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13
DLPJ0418JA040975,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,30.7
DLPJ0418JA040975,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA040975,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040975,Testing Concepts.,DLPJP18JAVAB4_Testing,3.3
DLPJ0418JA040976,IT Foundation Skills,DLPJP18JAVAB4_Foundation,3.3
DLPJ0418JA040976,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,3.7
DLPJ0418JA040976,Life Skills,Business Communication - Java Stream,3.1
DLPJ0418JA040976,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040976,Testing Concepts.,DLPJP18JAVAB4_Testing,3.9
DLPJ0418JA040977,IT Foundation Skills,DLPJP18JAVAB4_Foundation,7.3
DLPJ0418JA040977,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6.6
DLPJ0418JA040977,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040977,Testing Concepts.,DLPJP18JAVAB4_Testing,0.3
DLPJ0418JA040978,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.5
DLPJ0418JA040978,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6
DLPJ0418JA040978,Life Skills,Business Communication - Java Stream,1.4
DLPJ0418JA040978,PJP  Webinar,DLPJ0418Java_Webinar,1.2
DLPJ0418JA040978,Testing Concepts.,DLPJP18JAVAB4_Testing,2.2
DLPJ0418JA040979,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.7
DLPJ0418JA040979,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,20.5
DLPJ0418JA040979,Life Skills,Business Communication - Java Stream,0.3
DLPJ0418JA040979,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040979,Testing Concepts.,DLPJP18JAVAB4_Testing,1.1
DLPJ0418JA040980,IT Foundation Skills,DLPJP18JAVAB4_Foundation,20.5
DLPJ0418JA040980,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,15.5
DLPJ0418JA040980,Life Skills,Business Communication - Java Stream,2.6
DLPJ0418JA040980,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040980,Testing Concepts.,DLPJP18JAVAB4_Testing,3.2
DLPJ0418JA040981,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.2
DLPJ0418JA040981,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,31.3
DLPJ0418JA040981,Life Skills,Business Communication - Java Stream,0.9
DLPJ0418JA040981,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040981,Testing Concepts.,DLPJP18JAVAB4_Testing,1
DLPJ0418JA040984,IT Foundation Skills,DLPJP18JAVAB4_Foundation,4.9
DLPJ0418JA040984,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,1.3
DLPJ0418JA040984,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040984,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040985,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.3
DLPJ0418JA040985,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26.8
DLPJ0418JA040985,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040985,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040985,Testing Concepts.,DLPJP18JAVAB4_Testing,2.1
DLPJ0418JA040986,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.7
DLPJ0418JA040986,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.3
DLPJ0418JA040986,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA040986,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040986,Testing Concepts.,DLPJP18JAVAB4_Testing,2.3
DLPJ0418JA040987,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.5
DLPJ0418JA040987,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35
DLPJ0418JA040987,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040987,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040987,Testing Concepts.,DLPJP18JAVAB4_Testing,2.4
DLPJ0418JA040988,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.6
DLPJ0418JA040988,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,30
DLPJ0418JA040988,Life Skills,Business Communication - Java Stream,3
DLPJ0418JA040988,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040988,Testing Concepts.,DLPJP18JAVAB4_Testing,4.3
DLPJ0418JA040989,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.4
DLPJ0418JA040989,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,22.9
DLPJ0418JA040989,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040989,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040989,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040992,Life Skills,Business Communication - Java Stream,0.2
DLPJ0418JA040992,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040993,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.9
DLPJ0418JA040993,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28.6
DLPJ0418JA040993,Life Skills,Business Communication - Java Stream,1
DLPJ0418JA040993,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040993,Testing Concepts.,DLPJP18JAVAB4_Testing,1.8
DLPJ0418JA040994,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.2
DLPJ0418JA040994,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.2
DLPJ0418JA040994,Life Skills,Business Communication - Java Stream,2.9
DLPJ0418JA040994,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040994,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040995,IT Foundation Skills,DLPJP18JAVAB4_Foundation,7.2
DLPJ0418JA040995,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,12.8
DLPJ0418JA040995,Life Skills,Business Communication - Java Stream,0.5
DLPJ0418JA040995,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040995,Testing Concepts.,DLPJP18JAVAB4_Testing,1.7
DLPJ0418JA040996,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.9
DLPJ0418JA040996,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,19.5
DLPJ0418JA040996,Life Skills,Business Communication - Java Stream,2.6
DLPJ0418JA040996,PJP  Webinar,DLPJ0418Java_Webinar,1.6
DLPJ0418JA040996,Testing Concepts.,DLPJP18JAVAB4_Testing,4.2
DLPJ0418JA040997,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.2
DLPJ0418JA040997,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,25.4
DLPJ0418JA040997,Life Skills,Business Communication - Java Stream,2
DLPJ0418JA040997,PJP  Webinar,DLPJ0418Java_Webinar,1.4
DLPJ0418JA040997,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040998,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.1
DLPJ0418JA040998,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,10.7
DLPJ0418JA040998,Life Skills,Business Communication - Java Stream,1.9
DLPJ0418JA040998,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040998,Testing Concepts.,DLPJP18JAVAB4_Testing,1.7
DLPJ0418JA040999,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.3
DLPJ0418JA040999,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,19.9
DLPJ0418JA040999,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040999,PJP  Webinar,DLPJ0418Java_Webinar,0.8
DLPJ0418JA040999,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418JA041000,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16.6
DLPJ0418JA041000,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.6
DLPJ0418JA041000,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA041000,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA041000,Testing Concepts.,DLPJP18JAVAB4_Testing,5.3
DLPJ0418JA041001,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.7
DLPJ0418JA041001,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.5
DLPJ0418JA041001,Life Skills,Business Communication - Java Stream,3.5
DLPJ0418JA041001,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA041001,Testing Concepts.,DLPJP18JAVAB4_Testing,0.1
DLPJ0418JA041002,IT Foundation Skills,DLPJP18JAVAB4_Foundation,22
DLPJ0418JA041002,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,38.2
DLPJ0418JA041002,Life Skills,Business Communication - Java Stream,4.7
DLPJ0418JA041002,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA041002,Testing Concepts.,DLPJP18JAVAB4_Testing,1.9
DLPJ0418JA041003,IT Foundation Skills,DLPJP18JAVAB4_Foundation,2.8
DLPJ0418JA041003,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,18.9
DLPJ0418JA041003,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA041003,Testing Concepts.,DLPJP18JAVAB4_Testing,1.5
DLPJ0418JA041004,IT Foundation Skills,DLPJP18JAVAB4_Foundation,3.9
DLPJ0418JA041004,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,46.9
DLPJ0418JA041004,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA041004,Testing Concepts.,DLPJP18JAVAB4_Testing,5.3
DLPJ0418JA041005,IT Foundation Skills,DLPJP18JAVAB4_Foundation,2.7
DLPJ0418JA041005,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.5
DLPJ0418JA041005,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA041005,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418OR010026,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,3.6
DLPJ0418OR010026,IT Foundation Skills,DLPJP18ORB4_Foundation,10.5
DLPJ0418OR010026,Life Skills,Business Communication - Oracle Stream,0.2
DLPJ0418OR010026,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,16.8
DLPJ0418OR010026,PJP  Webinar,DLPJ0418Oracle_Webinar,0.6
DLPJ0418OR010028,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.3
DLPJ0418OR010028,IT Foundation Skills,DLPJP18ORB4_Foundation,5.1
DLPJ0418OR010028,Life Skills,Business Communication - Oracle Stream,0.8
DLPJ0418OR010028,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,3.1
DLPJ0418OR010028,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010029,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,3.2
DLPJ0418OR010029,IT Foundation Skills,DLPJP18ORB4_Foundation,12.2
DLPJ0418OR010029,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,12.3
DLPJ0418OR010029,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418OR010030,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,5.8
DLPJ0418OR010030,IT Foundation Skills,DLPJP18ORB4_Foundation,21.4
DLPJ0418OR010030,Life Skills,Business Communication - Oracle Stream,3.1
DLPJ0418OR010030,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,23.7
DLPJ0418OR010031,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,3.4
DLPJ0418OR010031,IT Foundation Skills,DLPJP18ORB4_Foundation,17.8
DLPJ0418OR010031,Life Skills,Business Communication - Oracle Stream,0.4
DLPJ0418OR010031,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,22.4
DLPJ0418OR010031,PJP  Webinar,DLPJ0418Oracle_Webinar,0.7
DLPJ0418OR010032,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,9
DLPJ0418OR010032,IT Foundation Skills,DLPJP18ORB4_Foundation,16.5
DLPJ0418OR010032,Life Skills,Business Communication - Oracle Stream,2.1
DLPJ0418OR010032,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,29.2
DLPJ0418OR010032,PJP  Webinar,DLPJ0418Oracle_Webinar,1.3
DLPJ0418OR010034,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.2
DLPJ0418OR010034,IT Foundation Skills,DLPJP18ORB4_Foundation,9.4
DLPJ0418OR010034,Life Skills,Business Communication - Oracle Stream,1.2
DLPJ0418OR010034,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,19.8
DLPJ0418OR010034,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418OR010035,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,4
DLPJ0418OR010035,IT Foundation Skills,DLPJP18ORB4_Foundation,15
DLPJ0418OR010035,Life Skills,Business Communication - Oracle Stream,2.3
DLPJ0418OR010035,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,22.5
DLPJ0418OR010035,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418OR010036,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,0
DLPJ0418OR010036,IT Foundation Skills,DLPJP18ORB4_Foundation,11.4
DLPJ0418OR010036,Life Skills,Business Communication - Oracle Stream,0.7
DLPJ0418OR010036,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010037,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,3.9
DLPJ0418OR010037,IT Foundation Skills,DLPJP18ORB4_Foundation,16.5
DLPJ0418OR010037,Life Skills,Business Communication - Oracle Stream,4.9
DLPJ0418OR010037,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,20.7
DLPJ0418OR010037,PJP  Webinar,DLPJ0418Oracle_Webinar,1.7
DLPJ0418OR010039,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.3
DLPJ0418OR010039,IT Foundation Skills,DLPJP18ORB4_Foundation,11.4
DLPJ0418OR010039,Life Skills,Business Communication - Oracle Stream,0.4
DLPJ0418OR010039,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,15.5
DLPJ0418OR010039,PJP  Webinar,DLPJ0418Oracle_Webinar,0.2
DLPJ0418OR010040,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.6
DLPJ0418OR010040,IT Foundation Skills,DLPJP18ORB4_Foundation,8.4
DLPJ0418OR010040,Life Skills,Business Communication - Oracle Stream,1.3
DLPJ0418OR010040,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,10.4
DLPJ0418OR010040,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418OR010042,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,0.3
DLPJ0418OR010042,IT Foundation Skills,DLPJP18ORB4_Foundation,2.4
DLPJ0418OR010042,Life Skills,Business Communication - Oracle Stream,1.3
DLPJ0418OR010042,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,1.4
DLPJ0418OR010042,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418OR010043,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,1.8
DLPJ0418OR010043,IT Foundation Skills,DLPJP18ORB4_Foundation,6.8
DLPJ0418OR010043,Life Skills,Business Communication - Oracle Stream,1.7
DLPJ0418OR010043,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,14.7
DLPJ0418OR010043,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010044,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,4.1
DLPJ0418OR010044,IT Foundation Skills,DLPJP18ORB4_Foundation,16.2
DLPJ0418OR010044,Life Skills,Business Communication - Oracle Stream,2.4
DLPJ0418OR010044,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,18.1
DLPJ0418OR010044,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010045,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,4.5
DLPJ0418OR010045,IT Foundation Skills,DLPJP18ORB4_Foundation,12.5
DLPJ0418OR010045,Life Skills,Business Communication - Oracle Stream,2.9
DLPJ0418OR010045,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,28.1
DLPJ0418OR010045,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010046,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.1
DLPJ0418OR010046,IT Foundation Skills,DLPJP18ORB4_Foundation,16
DLPJ0418OR010046,Life Skills,Business Communication - Oracle Stream,3.2
DLPJ0418OR010046,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,26.2
DLPJ0418OR010046,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418OR010047,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,5.2
DLPJ0418OR010047,IT Foundation Skills,DLPJP18ORB4_Foundation,15.9
DLPJ0418OR010047,Life Skills,Business Communication - Oracle Stream,3.1
DLPJ0418OR010047,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,26.6
DLPJ0418OR010047,PJP  Webinar,DLPJ0418Oracle_Webinar,2
DLPJ0418OR010048,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.6
DLPJ0418OR010048,IT Foundation Skills,DLPJP18ORB4_Foundation,11.6
DLPJ0418OR010048,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,12
DLPJ0418OR010048,PJP  Webinar,DLPJ0418Oracle_Webinar,0.2
DLPJ0418OR010049,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,2.9
DLPJ0418OR010049,IT Foundation Skills,DLPJP18ORB4_Foundation,21.2
DLPJ0418OR010049,Life Skills,Business Communication - Oracle Stream,5.1
DLPJ0418OR010049,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,21.4
DLPJ0418OR010049,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010050,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,4.4
DLPJ0418OR010050,IT Foundation Skills,DLPJP18ORB4_Foundation,10.5
DLPJ0418OR010050,Life Skills,Business Communication - Oracle Stream,0.4
DLPJ0418OR010050,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,26.4
DLPJ0418OR010050,PJP  Webinar,DLPJ0418Oracle_Webinar,1
DLPJ0418OR010051,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,1.5
DLPJ0418OR010051,IT Foundation Skills,DLPJP18ORB4_Foundation,8.1
DLPJ0418OR010051,Life Skills,Business Communication - Oracle Stream,1
DLPJ0418OR010051,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,12.8
DLPJ0418OR010051,PJP  Webinar,DLPJ0418Oracle_Webinar,0
DLPJ0418OR010053,Basics  of Cloud Computing,DLPJP18ORB4_Cloud Computing,3.2
DLPJ0418OR010053,IT Foundation Skills,DLPJP18ORB4_Foundation,11.4
DLPJ0418OR010053,Life Skills,Business Communication - Oracle Stream,2.2
DLPJ0418OR010053,ORACLE Online,DLPJP18ORB4_Oracle PL/SQL,14.2
DLPJ0418OR010053,PJP  Webinar,DLPJ0418Oracle_Webinar,0.1
DLPJ0418UI030021,IT Foundation Skills,DLPJP18UIB4_Foundation,13.1
DLPJ0418UI030021,Life Skills,Business Communication - UI Stream,2.3
DLPJ0418UI030021,Online  - Content,DLPJP18UIB4_Internet Web Technologies,17.3
DLPJ0418UI030021,PJP  Webinar,DLPJ0418UI_Webinar,0.1
DLPJ0418UI030021,Testing Concepts.,DLPJP18UIB4_Testing,2.5
DLPJ0418UI030022,IT Foundation Skills,DLPJP18UIB4_Foundation,13.3
DLPJ0418UI030022,Life Skills,Business Communication - UI Stream,1.6
DLPJ0418UI030022,Online  - Content,DLPJP18UIB4_Internet Web Technologies,3.3
DLPJ0418UI030022,PJP  Webinar,DLPJ0418UI_Webinar,0.2
DLPJ0418UI030022,Testing Concepts.,DLPJP18UIB4_Testing,0.3
DLPJ0418UI030023,IT Foundation Skills,DLPJP18UIB4_Foundation,19.9
DLPJ0418UI030023,Life Skills,Business Communication - UI Stream,2.1
DLPJ0418UI030023,Online  - Content,DLPJP18UIB4_Internet Web Technologies,20.7
DLPJ0418UI030023,PJP  Webinar,DLPJ0418UI_Webinar,0.4
DLPJ0418UI030023,Testing Concepts.,DLPJP18UIB4_Testing,1.5
DLPJ0418UI030025,IT Foundation Skills,DLPJP18UIB4_Foundation,16.1
DLPJ0418UI030025,Life Skills,Business Communication - UI Stream,3.7
DLPJ0418UI030025,Online  - Content,DLPJP18UIB4_Internet Web Technologies,26
DLPJ0418UI030025,Testing Concepts.,DLPJP18UIB4_Testing,1.3
DLPJ0418UI030026,IT Foundation Skills,DLPJP18UIB4_Foundation,15.2
DLPJ0418UI030026,Life Skills,Business Communication - UI Stream,2.8
DLPJ0418UI030026,Online  - Content,DLPJP18UIB4_Internet Web Technologies,26.8
DLPJ0418UI030026,PJP  Webinar,DLPJ0418UI_Webinar,0
DLPJ0418UI030026,Testing Concepts.,DLPJP18UIB4_Testing,1.4
