rollno,CourseName,sectioname,AvgTimeSpentInHours
DLPJ0418JA040790,Life Skills,Business Communication - Java Stream,1.9
DLPJ0418JA040790,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040790,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040791,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.3
DLPJ0418JA040791,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,27.9
DLPJ0418JA040791,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040791,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040791,Testing Concepts.,DLPJP18JAVAB4_Testing,2.8
DLPJ0418JA040792,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.6
DLPJ0418JA040792,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,15.7
DLPJ0418JA040792,Life Skills,Business Communication - Java Stream,1.2
DLPJ0418JA040792,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040792,Testing Concepts.,DLPJP18JAVAB4_Testing,4.1
DLPJ0418JA040793,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.5
DLPJ0418JA040793,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,32.7
DLPJ0418JA040793,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040793,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040793,Testing Concepts.,DLPJP18JAVAB4_Testing,0.8
DLPJ0418JA040794,IT Foundation Skills,DLPJP18JAVAB4_Foundation,6.4
DLPJ0418JA040794,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.2
DLPJ0418JA040794,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040794,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040794,Testing Concepts.,DLPJP18JAVAB4_Testing,0.5
DLPJ0418JA040795,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.5
DLPJ0418JA040795,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,23.5
DLPJ0418JA040795,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040795,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040795,Testing Concepts.,DLPJP18JAVAB4_Testing,1.2
DLPJ0418JA040796,IT Foundation Skills,DLPJP18JAVAB4_Foundation,25.9
DLPJ0418JA040796,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,32.7
DLPJ0418JA040796,Life Skills,Business Communication - Java Stream,0.5
DLPJ0418JA040796,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040796,Testing Concepts.,DLPJP18JAVAB4_Testing,5
DLPJ0418JA040797,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.1
DLPJ0418JA040797,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,10.7
DLPJ0418JA040797,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040797,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040797,Testing Concepts.,DLPJP18JAVAB4_Testing,1.1
DLPJ0418JA040798,IT Foundation Skills,DLPJP18JAVAB4_Foundation,26.2
DLPJ0418JA040798,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,36.6
DLPJ0418JA040798,Life Skills,Business Communication - Java Stream,1.2
DLPJ0418JA040798,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040798,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418JA040801,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.3
DLPJ0418JA040801,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,10
DLPJ0418JA040801,Life Skills,Business Communication - Java Stream,2.3
DLPJ0418JA040801,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040801,Testing Concepts.,DLPJP18JAVAB4_Testing,2.3
DLPJ0418JA040802,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.2
DLPJ0418JA040802,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,27.9
DLPJ0418JA040802,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040802,PJP  Webinar,DLPJ0418Java_Webinar,0.8
DLPJ0418JA040802,Testing Concepts.,DLPJP18JAVAB4_Testing,1.7
DLPJ0418JA040803,IT Foundation Skills,DLPJP18JAVAB4_Foundation,23.5
DLPJ0418JA040803,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,14.8
DLPJ0418JA040803,Life Skills,Business Communication - Java Stream,4.2
DLPJ0418JA040803,PJP  Webinar,DLPJ0418Java_Webinar,3.2
DLPJ0418JA040803,Testing Concepts.,DLPJP18JAVAB4_Testing,3.8
DLPJ0418JA040804,IT Foundation Skills,DLPJP18JAVAB4_Foundation,20.4
DLPJ0418JA040804,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26.3
DLPJ0418JA040804,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040804,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040804,Testing Concepts.,DLPJP18JAVAB4_Testing,2.9
DLPJ0418JA040805,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.7
DLPJ0418JA040805,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.7
DLPJ0418JA040805,Life Skills,Business Communication - Java Stream,1.7
DLPJ0418JA040805,PJP  Webinar,DLPJ0418Java_Webinar,0.9
DLPJ0418JA040805,Testing Concepts.,DLPJP18JAVAB4_Testing,3
DLPJ0418JA040806,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.9
DLPJ0418JA040806,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,20.1
DLPJ0418JA040806,Life Skills,Business Communication - Java Stream,0.2
DLPJ0418JA040806,PJP  Webinar,DLPJ0418Java_Webinar,1.1
DLPJ0418JA040806,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040807,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.2
DLPJ0418JA040807,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,27.4
DLPJ0418JA040807,Life Skills,Business Communication - Java Stream,2.3
DLPJ0418JA040807,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040807,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040810,IT Foundation Skills,DLPJP18JAVAB4_Foundation,18.9
DLPJ0418JA040810,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,30.2
DLPJ0418JA040810,Life Skills,Business Communication - Java Stream,2.3
DLPJ0418JA040810,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040810,Testing Concepts.,DLPJP18JAVAB4_Testing,1.3
DLPJ0418JA040811,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.3
DLPJ0418JA040811,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28.9
DLPJ0418JA040811,Life Skills,Business Communication - Java Stream,2
DLPJ0418JA040811,Testing Concepts.,DLPJP18JAVAB4_Testing,2.1
DLPJ0418JA040812,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.9
DLPJ0418JA040812,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,6.7
DLPJ0418JA040812,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040812,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040812,Testing Concepts.,DLPJP18JAVAB4_Testing,0.8
DLPJ0418JA040813,IT Foundation Skills,DLPJP18JAVAB4_Foundation,18.5
DLPJ0418JA040813,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,31.3
DLPJ0418JA040813,Life Skills,Business Communication - Java Stream,1.7
DLPJ0418JA040813,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040813,Testing Concepts.,DLPJP18JAVAB4_Testing,3.1
DLPJ0418JA040814,IT Foundation Skills,DLPJP18JAVAB4_Foundation,6.8
DLPJ0418JA040814,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,17.5
DLPJ0418JA040814,Life Skills,Business Communication - Java Stream,1.8
DLPJ0418JA040814,Testing Concepts.,DLPJP18JAVAB4_Testing,1.1
DLPJ0418JA040815,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.3
DLPJ0418JA040815,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,16.8
DLPJ0418JA040815,Life Skills,Business Communication - Java Stream,0.8
DLPJ0418JA040815,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040815,Testing Concepts.,DLPJP18JAVAB4_Testing,1.7
DLPJ0418JA040816,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.2
DLPJ0418JA040816,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,23.2
DLPJ0418JA040816,Life Skills,Business Communication - Java Stream,0.1
DLPJ0418JA040816,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040816,Testing Concepts.,DLPJP18JAVAB4_Testing,0.3
DLPJ0418JA040817,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.2
DLPJ0418JA040817,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,20.4
DLPJ0418JA040817,Life Skills,Business Communication - Java Stream,1.9
DLPJ0418JA040817,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040818,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17.6
DLPJ0418JA040818,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,39.1
DLPJ0418JA040818,Life Skills,Business Communication - Java Stream,0
DLPJ0418JA040818,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040818,Testing Concepts.,DLPJP18JAVAB4_Testing,2.4
DLPJ0418JA040819,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.2
DLPJ0418JA040819,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,13.7
DLPJ0418JA040819,Life Skills,Business Communication - Java Stream,1.5
DLPJ0418JA040819,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040819,Testing Concepts.,DLPJP18JAVAB4_Testing,1
DLPJ0418JA040820,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.4
DLPJ0418JA040820,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,12.5
DLPJ0418JA040820,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA040820,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040820,Testing Concepts.,DLPJP18JAVAB4_Testing,0.2
DLPJ0418JA040821,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.3
DLPJ0418JA040821,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,24.5
DLPJ0418JA040821,Life Skills,Business Communication - Java Stream,1.2
DLPJ0418JA040821,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040821,Testing Concepts.,DLPJP18JAVAB4_Testing,1.5
DLPJ0418JA040822,IT Foundation Skills,DLPJP18JAVAB4_Foundation,19.3
DLPJ0418JA040822,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,19.9
DLPJ0418JA040822,Life Skills,Business Communication - Java Stream,2.3
DLPJ0418JA040822,PJP  Webinar,DLPJ0418Java_Webinar,2.3
DLPJ0418JA040822,Testing Concepts.,DLPJP18JAVAB4_Testing,4
DLPJ0418JA040823,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.1
DLPJ0418JA040823,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,22.7
DLPJ0418JA040823,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040823,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040823,Testing Concepts.,DLPJP18JAVAB4_Testing,1.5
DLPJ0418JA040824,IT Foundation Skills,DLPJP18JAVAB4_Foundation,23.5
DLPJ0418JA040824,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,60
DLPJ0418JA040824,Life Skills,Business Communication - Java Stream,5.6
DLPJ0418JA040824,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040824,Testing Concepts.,DLPJP18JAVAB4_Testing,6.9
DLPJ0418JA040825,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.7
DLPJ0418JA040825,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,28.7
DLPJ0418JA040825,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040825,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040825,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418JA040826,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.5
DLPJ0418JA040826,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.5
DLPJ0418JA040826,Life Skills,Business Communication - Java Stream,4
DLPJ0418JA040826,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040826,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418JA040827,IT Foundation Skills,DLPJP18JAVAB4_Foundation,26.4
DLPJ0418JA040827,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,60
DLPJ0418JA040827,Life Skills,Business Communication - Java Stream,3.3
DLPJ0418JA040827,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040827,Testing Concepts.,DLPJP18JAVAB4_Testing,1.9
DLPJ0418JA040828,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.8
DLPJ0418JA040828,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,27.4
DLPJ0418JA040828,Life Skills,Business Communication - Java Stream,2.8
DLPJ0418JA040828,PJP  Webinar,DLPJ0418Java_Webinar,0.9
DLPJ0418JA040828,Testing Concepts.,DLPJP18JAVAB4_Testing,1.8
DLPJ0418JA040829,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.7
DLPJ0418JA040829,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,38.9
DLPJ0418JA040829,Life Skills,Business Communication - Java Stream,3.1
DLPJ0418JA040829,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040829,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040830,IT Foundation Skills,DLPJP18JAVAB4_Foundation,18.7
DLPJ0418JA040830,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,41
DLPJ0418JA040830,Life Skills,Business Communication - Java Stream,2
DLPJ0418JA040830,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040830,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040831,IT Foundation Skills,DLPJP18JAVAB4_Foundation,1.4
DLPJ0418JA040831,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,13.7
DLPJ0418JA040831,Life Skills,Business Communication - Java Stream,0.3
DLPJ0418JA040831,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040831,Testing Concepts.,DLPJP18JAVAB4_Testing,3
DLPJ0418JA040832,IT Foundation Skills,DLPJP18JAVAB4_Foundation,2.9
DLPJ0418JA040832,Life Skills,Business Communication - Java Stream,1.2
DLPJ0418JA040832,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040833,IT Foundation Skills,DLPJP18JAVAB4_Foundation,7.3
DLPJ0418JA040833,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.5
DLPJ0418JA040833,Life Skills,Business Communication - Java Stream,0.3
DLPJ0418JA040833,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040833,Testing Concepts.,DLPJP18JAVAB4_Testing,0.2
DLPJ0418JA040834,IT Foundation Skills,DLPJP18JAVAB4_Foundation,16.5
DLPJ0418JA040834,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,20.1
DLPJ0418JA040834,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040834,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040834,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418JA040835,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17
DLPJ0418JA040835,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35.1
DLPJ0418JA040835,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040835,PJP  Webinar,DLPJ0418Java_Webinar,1.4
DLPJ0418JA040835,Testing Concepts.,DLPJP18JAVAB4_Testing,1.4
DLPJ0418JA040837,IT Foundation Skills,DLPJP18JAVAB4_Foundation,4.7
DLPJ0418JA040837,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,11.7
DLPJ0418JA040837,Life Skills,Business Communication - Java Stream,0.3
DLPJ0418JA040837,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040837,Testing Concepts.,DLPJP18JAVAB4_Testing,1.3
DLPJ0418JA040838,IT Foundation Skills,DLPJP18JAVAB4_Foundation,18.2
DLPJ0418JA040838,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,21
DLPJ0418JA040838,Life Skills,Business Communication - Java Stream,2.7
DLPJ0418JA040838,PJP  Webinar,DLPJ0418Java_Webinar,0.9
DLPJ0418JA040838,Testing Concepts.,DLPJP18JAVAB4_Testing,2.4
DLPJ0418JA040839,IT Foundation Skills,DLPJP18JAVAB4_Foundation,9.4
DLPJ0418JA040839,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.9
DLPJ0418JA040839,Life Skills,Business Communication - Java Stream,0
DLPJ0418JA040839,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040839,Testing Concepts.,DLPJP18JAVAB4_Testing,0.7
DLPJ0418JA040840,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.2
DLPJ0418JA040840,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,26.1
DLPJ0418JA040840,Life Skills,Business Communication - Java Stream,3.2
DLPJ0418JA040840,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040840,Testing Concepts.,DLPJP18JAVAB4_Testing,0.8
DLPJ0418JA040841,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11.8
DLPJ0418JA040841,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,39.1
DLPJ0418JA040841,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040841,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040841,Testing Concepts.,DLPJP18JAVAB4_Testing,6.8
DLPJ0418JA040842,IT Foundation Skills,DLPJP18JAVAB4_Foundation,21.2
DLPJ0418JA040842,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,43.8
DLPJ0418JA040842,Life Skills,Business Communication - Java Stream,3
DLPJ0418JA040842,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040842,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040843,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.9
DLPJ0418JA040843,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.2
DLPJ0418JA040843,Life Skills,Business Communication - Java Stream,1.8
DLPJ0418JA040843,Testing Concepts.,DLPJP18JAVAB4_Testing,1.5
DLPJ0418JA040845,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.4
DLPJ0418JA040845,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,29.9
DLPJ0418JA040845,Life Skills,Business Communication - Java Stream,3.1
DLPJ0418JA040845,Testing Concepts.,DLPJP18JAVAB4_Testing,2.2
DLPJ0418JA040846,IT Foundation Skills,DLPJP18JAVAB4_Foundation,14.5
DLPJ0418JA040846,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,25.7
DLPJ0418JA040846,Life Skills,Business Communication - Java Stream,3.9
DLPJ0418JA040846,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040846,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040847,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.5
DLPJ0418JA040847,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,19.8
DLPJ0418JA040847,Life Skills,Business Communication - Java Stream,1.7
DLPJ0418JA040847,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040847,Testing Concepts.,DLPJP18JAVAB4_Testing,3.3
DLPJ0418JA040848,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.8
DLPJ0418JA040848,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,31.3
DLPJ0418JA040848,Testing Concepts.,DLPJP18JAVAB4_Testing,0.1
DLPJ0418JA040849,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.9
DLPJ0418JA040849,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,32.4
DLPJ0418JA040849,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040849,PJP  Webinar,DLPJ0418Java_Webinar,0.4
DLPJ0418JA040849,Testing Concepts.,DLPJP18JAVAB4_Testing,1.6
DLPJ0418JA040850,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.4
DLPJ0418JA040850,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,13.7
DLPJ0418JA040850,Life Skills,Business Communication - Java Stream,1.3
DLPJ0418JA040850,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040850,Testing Concepts.,DLPJP18JAVAB4_Testing,0.9
DLPJ0418JA040851,IT Foundation Skills,DLPJP18JAVAB4_Foundation,1.1
DLPJ0418JA040851,Life Skills,Business Communication - Java Stream,2.9
DLPJ0418JA040852,IT Foundation Skills,DLPJP18JAVAB4_Foundation,26.2
DLPJ0418JA040852,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,43.9
DLPJ0418JA040852,Life Skills,Business Communication - Java Stream,1.1
DLPJ0418JA040852,PJP  Webinar,DLPJ0418Java_Webinar,0.3
DLPJ0418JA040852,Testing Concepts.,DLPJP18JAVAB4_Testing,2.2
DLPJ0418JA040853,IT Foundation Skills,DLPJP18JAVAB4_Foundation,22.1
DLPJ0418JA040853,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,51.8
DLPJ0418JA040853,Life Skills,Business Communication - Java Stream,3.4
DLPJ0418JA040853,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040853,Testing Concepts.,DLPJP18JAVAB4_Testing,2.9
DLPJ0418JA040854,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17.7
DLPJ0418JA040854,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.1
DLPJ0418JA040854,Life Skills,Business Communication - Java Stream,2.1
DLPJ0418JA040854,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040854,Testing Concepts.,DLPJP18JAVAB4_Testing,2.2
DLPJ0418JA040855,IT Foundation Skills,DLPJP18JAVAB4_Foundation,12.4
DLPJ0418JA040855,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,18.3
DLPJ0418JA040855,Life Skills,Business Communication - Java Stream,1.8
DLPJ0418JA040855,PJP  Webinar,DLPJ0418Java_Webinar,0.2
DLPJ0418JA040855,Testing Concepts.,DLPJP18JAVAB4_Testing,1.9
DLPJ0418JA040856,IT Foundation Skills,DLPJP18JAVAB4_Foundation,1.5
DLPJ0418JA040856,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,1.6
DLPJ0418JA040856,Life Skills,Business Communication - Java Stream,0.9
DLPJ0418JA040856,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040856,Testing Concepts.,DLPJP18JAVAB4_Testing,0.6
DLPJ0418JA040858,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.9
DLPJ0418JA040858,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,42.5
DLPJ0418JA040858,Life Skills,Business Communication - Java Stream,0.1
DLPJ0418JA040858,PJP  Webinar,DLPJ0418Java_Webinar,1.5
DLPJ0418JA040858,Testing Concepts.,DLPJP18JAVAB4_Testing,2.3
DLPJ0418JA040859,IT Foundation Skills,DLPJP18JAVAB4_Foundation,13.6
DLPJ0418JA040859,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,34.5
DLPJ0418JA040859,Life Skills,Business Communication - Java Stream,2.3
DLPJ0418JA040859,PJP  Webinar,DLPJ0418Java_Webinar,0.1
DLPJ0418JA040859,Testing Concepts.,DLPJP18JAVAB4_Testing,2
DLPJ0418JA040860,IT Foundation Skills,DLPJP18JAVAB4_Foundation,10.7
DLPJ0418JA040860,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,5.9
DLPJ0418JA040860,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040860,PJP  Webinar,DLPJ0418Java_Webinar,1
DLPJ0418JA040860,Testing Concepts.,DLPJP18JAVAB4_Testing,0.2
DLPJ0418JA040861,IT Foundation Skills,DLPJP18JAVAB4_Foundation,15.2
DLPJ0418JA040861,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,32.9
DLPJ0418JA040861,Life Skills,Business Communication - Java Stream,2.8
DLPJ0418JA040861,PJP  Webinar,DLPJ0418Java_Webinar,0.7
DLPJ0418JA040861,Testing Concepts.,DLPJP18JAVAB4_Testing,1.8
DLPJ0418JA040862,IT Foundation Skills,DLPJP18JAVAB4_Foundation,8.6
DLPJ0418JA040862,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,24.3
DLPJ0418JA040862,Life Skills,Business Communication - Java Stream,0.5
DLPJ0418JA040862,PJP  Webinar,DLPJ0418Java_Webinar,0
DLPJ0418JA040862,Testing Concepts.,DLPJP18JAVAB4_Testing,2.3
DLPJ0418JA040863,IT Foundation Skills,DLPJP18JAVAB4_Foundation,21.1
DLPJ0418JA040863,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35.5
DLPJ0418JA040863,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040863,Testing Concepts.,DLPJP18JAVAB4_Testing,2.1
DLPJ0418JA040865,IT Foundation Skills,DLPJP18JAVAB4_Foundation,11
DLPJ0418JA040865,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,31.3
DLPJ0418JA040865,Life Skills,Business Communication - Java Stream,2.2
DLPJ0418JA040865,PJP  Webinar,DLPJ0418Java_Webinar,0.6
DLPJ0418JA040865,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040866,IT Foundation Skills,DLPJP18JAVAB4_Foundation,17.8
DLPJ0418JA040866,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,47.4
DLPJ0418JA040866,Life Skills,Business Communication - Java Stream,2.4
DLPJ0418JA040866,PJP  Webinar,DLPJ0418Java_Webinar,0.5
DLPJ0418JA040866,Testing Concepts.,DLPJP18JAVAB4_Testing,2.5
DLPJ0418JA040867,IT Foundation Skills,DLPJP18JAVAB4_Foundation,0.8
DLPJ0418JA040867,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,2.5
DLPJ0418JA040867,Testing Concepts.,DLPJP18JAVAB4_Testing,0.5
DLPJ0418JA040868,IT Foundation Skills,DLPJP18JAVAB4_Foundation,22.4
DLPJ0418JA040868,JAVA - Online,DLPJP18JAVAB4_Java Programming Fundamentals,35.1
